3,Didier Drogba hangi yil cikis yapti?,2018,Fas|2018|Thomas Muller|Italya
3,Sergio Aguero hangi yil cikis yapti?,2006,2006|Michel Platini|Eden Hazard|Emirates
3,Wayne Rooney hangi yil cikis yapti?,2024,Juventus|Forvet|Bernardo Silva|2024
3,Nedved hangi yil cikis yapti?,2008,2008|Unai Emery|Ngolo Kante|Michel Platini
3,Eden Hazard hangi yil cikis yapti?,2016,Sergio Ramos|Trabzonspor|Eden Hazard|2016
3,Ibrahimovic hangi yil cikis yapti?,2016,Kylian Mbappe|2016|Uruguay|Stamford Bridge
3,Johan Cruyff hangi yil cikis yapti?,2010,Etihad|Eden Hazard|Beckenbauer|2010
3,Ngolo Kante hangi yil cikis yapti?,2014,2014|Pedri|Misir|Musiala
3,Musiala hangi yil cikis yapti?,2018,Michel Platini|Wirtz|Pep Guardiola|2018
3,Kaka hangi yil cikis yapti?,2024,Ajax|Robert Lewandowski|Rusya|2024
3,Joshua Kimmich hangi yil cikis yapti?,2020,Sane|2020|Signal Iduna|Dortmund
3,Mohamed Salah hangi yil cikis yapti?,2016,2016|Andrea Pirlo|Luis Figo|Copa America
3,Pedri hangi yil cikis yapti?,2002,Besiktas Park|2002|Dunya Kupasi|Shevchenko
3,Marco van Basten hangi yil cikis yapti?,2020,Marseille|2020|Beckenbauer|Ispanya
3,Kevin De Bruyne hangi yil cikis yapti?,2020,Nijerya|Atletico Madrid|2020|Kylian Mbappe
3,Phil Foden hangi yil cikis yapti?,2018,2018|Bayern Munich|Newcastle|Porto
3,Raheem Sterling hangi yil cikis yapti?,2006,Antoine Griezmann|2006|Musiala|Ibrahimovic
3,Luis Figo hangi yil cikis yapti?,2002,Raul|2002|Belcika|Fiorentina
3,Roberto Baggio hangi yil cikis yapti?,2012,Juventus|2012|La Liga|Italya
3,Thibaut Courtois hangi yil cikis yapti?,2012,2012|Ronaldinho|Sag Bek|Serie A
3,Havertz hangi yil cikis yapti?,2016,Fatih Terim|Sporting|Stoper|2016
3,Michel Platini hangi yil cikis yapti?,2022,2022|Paolo Maldini|Luka Modric|Japonya
3,Robert Lewandowski hangi yil cikis yapti?,2014,2014|Aston Villa|Fatih Terim|Brezilya
3,Aubameyang hangi yil cikis yapti?,2008,Jurgen Klopp|Emirates|2008|Diego Simeone
3,Arda Turan hangi yil cikis yapti?,2014,Musiala|Luis Enrique|Ederson|2014
3,Maradona hangi yil cikis yapti?,2006,Thierry Henry|David Beckham|2006|Roma
3,Shevchenko hangi yil cikis yapti?,2008,Ederson|Ronaldo Nazario|2008|Portekiz
3,Wirtz hangi yil cikis yapti?,2016,Turkiye|Sporting|Hansi Flick|2016
3,Declan Rice hangi yil cikis yapti?,2024,Erling Haaland|Pep Guardiola|Ali Sami Yen|2024
3,Karim Benzema hangi yil cikis yapti?,2024,Tottenham|2024|Chelsea|Gerd Muller
3,Alisson hangi yil cikis yapti?,2018,2018|Michel Platini|Antonio Conte|Luis Enrique
3,Paolo Maldini hangi yil cikis yapti?,2004,Eden Hazard|Pedri|Guney Kore|2004
3,Soru 1930 cevabi nedir?,35,Ribery|Fatih Terim|Erling Haaland|35
3,Soru 1931 cevabi nedir?,5,5|Ederson|Fas|Luis Figo
3,Soru 1932 cevabi nedir?,42,Orta Saha|Guney Kore|Xavi|42
3,Soru 1933 cevabi nedir?,21,Arsene Wenger|Musiala|Pep Guardiola|21
3,Soru 1934 cevabi nedir?,56,Pedri|Erik ten Hag|56|Raul
3,Soru 1935 cevabi nedir?,35,Roma|Beckenbauer|35|Misir
3,Soru 1936 cevabi nedir?,20,20|Sane|Nijerya|Musiala
3,Soru 1937 cevabi nedir?,34,34|Stamford Bridge|Robert Lewandowski|David Beckham
3,Soru 1938 cevabi nedir?,6,Stamford Bridge|6|Erik ten Hag|Eden Hazard
3,Soru 1939 cevabi nedir?,15,Musiala|Tottenham|Forvet|15
3,Soru 1940 cevabi nedir?,53,Ali Sami Yen|53|Stamford Bridge|FA Cup
3,Soru 1941 cevabi nedir?,76,76|Avrupa Ligi|Marco van Basten|Raul
3,Soru 1942 cevabi nedir?,88,Ajax|Robert Lewandowski|88|Maradona
3,Soru 1943 cevabi nedir?,37,Benfica|37|Polonya|Atletico Madrid
3,Soru 1944 cevabi nedir?,66,Dortmund|Napoli|Newcastle|66
3,Soru 1945 cevabi nedir?,41,Manchester City|Michel Platini|Sporting|41
3,Soru 1946 cevabi nedir?,30,Sag Bek|30|Dunya Kupasi|Marco van Basten
3,Soru 1947 cevabi nedir?,33,Robben|Old Trafford|33|Bruno Fernandes
3,Soru 1948 cevabi nedir?,78,Marco van Basten|78|Alisson|Orta Saha
3,Soru 1949 cevabi nedir?,6,6|Arsenal|Pele|Thomas Tuchel
3,Soru 1950 cevabi nedir?,13,Lionel Messi|Kaka|Toni Kroos|13
3,Soru 1951 cevabi nedir?,17,17|Erling Haaland|Steven Gerrard|Thomas Tuchel
3,Soru 1952 cevabi nedir?,12,12|Carlo Ancelotti|Luis Enrique|Ali Sami Yen
3,Soru 1953 cevabi nedir?,62,Raul|Japonya|Mikel Arteta|62
3,Soru 1954 cevabi nedir?,96,Sukru Saracoglu|Bernardo Silva|Musiala|96
3,Soru 1955 cevabi nedir?,40,Antonio Conte|40|Benfica|Kanat
3,Soru 1956 cevabi nedir?,27,Brezilya|27|Ngolo Kante|Jurgen Klopp
3,Soru 1957 cevabi nedir?,58,Sporting|58|Gianluigi Buffon|Bernardo Silva
3,Soru 1958 cevabi nedir?,21,Erling Haaland|21|Orta Saha|Jurgen Klopp
3,Soru 1959 cevabi nedir?,27,27|Pele|Roberto Mancini|Johan Cruyff
3,Soru 1960 cevabi nedir?,92,Forvet|Sane|92|Frank Lampard
3,Soru 1961 cevabi nedir?,35,Avrupa Ligi|Gianluigi Buffon|35|Camp Nou
3,Soru 1962 cevabi nedir?,28,Arsene Wenger|Francesco Totti|28|Mohamed Salah
3,Soru 1963 cevabi nedir?,89,Robben|Aston Villa|Cristiano Ronaldo|89
3,Soru 1964 cevabi nedir?,7,Serie A|Roberto Baggio|Michel Platini|7
3,Soru 1965 cevabi nedir?,93,Porto|Sol Bek|93|Kaleci
3,Soru 1966 cevabi nedir?,94,Luis Enrique|Orta Saha|94|Avrupa Ligi
3,Soru 1967 cevabi nedir?,36,36|Didier Drogba|Casemiro|Arda Turan
3,Soru 1968 cevabi nedir?,77,Alisson|Luis Enrique|77|Liverpool
3,Soru 1969 cevabi nedir?,75,Barcelona|75|Liverpool|Manuel Neuer
3,Soru 1970 cevabi nedir?,23,La Liga|23|Besiktas Park|Beckenbauer
3,Soru 1971 cevabi nedir?,95,Turkiye|Eden Hazard|95|Kylian Mbappe
3,Soru 1972 cevabi nedir?,36,36|Luis Enrique|Sampiyonlar Ligi|Avrupa Ligi
3,Soru 1973 cevabi nedir?,6,Ronaldo Nazario|6|Ronaldinho|Alex Ferguson
3,Soru 1974 cevabi nedir?,63,Johan Cruyff|Sukru Saracoglu|Ispanya|63
3,Soru 1975 cevabi nedir?,57,Michel Platini|Unai Emery|Kylian Mbappe|57
3,Soru 1976 cevabi nedir?,13,Antonio Conte|Arjantin|13|Portekiz
3,Soru 1977 cevabi nedir?,85,Vicente Del Bosque|Carlo Ancelotti|Serie A|85
3,Soru 1978 cevabi nedir?,34,Jurgen Klopp|Wayne Rooney|Parc des Princes|34
3,Soru 1979 cevabi nedir?,86,Ronaldinho|EURO|86|Cristiano Ronaldo
3,Soru 1980 cevabi nedir?,89,Ingiltere|89|Fas|ABD
3,Soru 1981 cevabi nedir?,42,Fransa|Thierry Henry|West Ham|42
3,Soru 1982 cevabi nedir?,26,Newcastle|Wayne Rooney|Mikel Arteta|26
3,Soru 1983 cevabi nedir?,42,Tottenham|42|Danimarka|Trabzonspor
3,Soru 1984 cevabi nedir?,66,66|Thomas Tuchel|Kanat|Hollanda
3,Soru 1985 cevabi nedir?,92,Jose Mourinho|Atletico Madrid|AC Milan|92
3,Soru 1986 cevabi nedir?,34,Gianluigi Buffon|Ronaldo Nazario|Rusya|34
3,Soru 1987 cevabi nedir?,19,Thierry Henry|Tottenham|19|Phil Foden
3,Soru 1988 cevabi nedir?,17,17|Antoine Griezmann|Uruguay|Diego Simeone
3,Soru 1989 cevabi nedir?,57,Thibaut Courtois|Sergio Aguero|Unai Emery|57
3,Soru 1990 cevabi nedir?,94,Dunya Kupasi|94|Maradona|Virgil van Dijk
3,Soru 1991 cevabi nedir?,34,Paolo Maldini|Arsenal|34|Phil Foden
3,Soru 1992 cevabi nedir?,87,Tottenham|Ali Sami Yen|Eden Hazard|87
3,Soru 1993 cevabi nedir?,41,Mikel Arteta|Parc des Princes|Joshua Kimmich|41
3,Soru 1994 cevabi nedir?,51,51|Harry Kane|Osimhen|Andres Iniesta
3,Soru 1995 cevabi nedir?,92,Jose Mourinho|Old Trafford|92|Jurgen Klopp
3,Soru 1996 cevabi nedir?,84,Aston Villa|Alex Ferguson|84|Bruno Fernandes
3,Soru 1997 cevabi nedir?,38,Diego Simeone|38|La Liga|Alex Ferguson
3,Soru 1998 cevabi nedir?,35,Andres Iniesta|ABD|35|Galatasaray
3,Soru 1999 cevabi nedir?,82,Manuel Neuer|Wayne Rooney|Alisson|82
3,Soru 2000 cevabi nedir?,26,26|Bruno Fernandes|Hakan Sukur|Danimarka
3,Soru 2001 cevabi nedir?,76,Lazio|Bundesliga|Atletico Madrid|76
3,Soru 2002 cevabi nedir?,47,Romario|Gerd Muller|Serie A|47
3,Soru 2003 cevabi nedir?,57,Sergio Ramos|Celtic|57|Trabzonspor
3,Soru 2004 cevabi nedir?,55,Kaleci|55|Super Lig|Turkiye Kupasi
3,Soru 2005 cevabi nedir?,35,Camp Nou|35|Phil Foden|Paul Pogba
3,Soru 2006 cevabi nedir?,53,Harry Kane|53|Dortmund|Thibaut Courtois
3,Soru 2007 cevabi nedir?,74,74|San Siro|Jose Mourinho|Belcika
3,Soru 2008 cevabi nedir?,21,Francesco Totti|Old Trafford|21|Vodafone Park
3,Soru 2009 cevabi nedir?,15,Thierry Henry|Sporting|15|Nijerya
3,Soru 2010 cevabi nedir?,94,Sevilla|Avrupa Ligi|94|Xavi
3,Soru 2011 cevabi nedir?,69,69|Shevchenko|Ispanya|Turkiye
3,Soru 2012 cevabi nedir?,42,Avrupa Ligi|42|Ngolo Kante|Liverpool
3,Soru 2013 cevabi nedir?,46,Frank Lampard|Kaleci|Besiktas Park|46
3,Soru 2014 cevabi nedir?,26,Orta Saha|Valencia|26|Trabzonspor
3,Soru 2015 cevabi nedir?,37,Pedri|Thomas Muller|37|Kylian Mbappe
3,Soru 2016 cevabi nedir?,27,Belcika|27|Eden Hazard|Polonya
3,Soru 2017 cevabi nedir?,42,Jose Mourinho|42|Beckenbauer|Ingiltere
3,Soru 2018 cevabi nedir?,98,98|Marseille|Thomas Muller|Manuel Neuer
3,Soru 2019 cevabi nedir?,78,Fransa|Chelsea|78|Andrea Pirlo
3,Soru 2020 cevabi nedir?,0,0|Orta Saha|Kaka|Erik ten Hag
3,Soru 2021 cevabi nedir?,79,Barcelona|Anfield|79|Galatasaray
3,Soru 2022 cevabi nedir?,96,Frank Lampard|Allianz Arena|Turkiye Kupasi|96
3,Soru 2023 cevabi nedir?,91,Liverpool|91|Valencia|Sukru Saracoglu
3,Soru 2024 cevabi nedir?,22,Ligue 1|Neymar|Jude Bellingham|22
3,Soru 2025 cevabi nedir?,59,59|Stoper|Sergio Aguero|Kaka
3,Soru 2026 cevabi nedir?,71,71|Super Lig|Wayne Rooney|Sag Bek
3,Soru 2027 cevabi nedir?,66,66|Napoli|Pep Guardiola|Sporting
3,Soru 2028 cevabi nedir?,61,Manuel Neuer|Ingiltere|61|Frank Lampard
3,Soru 2029 cevabi nedir?,67,Chelsea|67|Mohamed Salah|Bundesliga
3,Soru 2030 cevabi nedir?,2,Portekiz|Ronaldinho|Ali Sami Yen|2
3,Soru 2031 cevabi nedir?,96,96|Japonya|Benfica|Kevin De Bruyne
3,Soru 2032 cevabi nedir?,53,Phil Foden|53|Parc des Princes|Camp Nou
3,Soru 2033 cevabi nedir?,90,Camp Nou|Luis Suarez|Arda Turan|90
3,Soru 2034 cevabi nedir?,49,Vinicius Jr|49|Sol Bek|Neymar
3,Soru 2035 cevabi nedir?,99,Ali Sami Yen|Benfica|Turkiye|99
3,Soru 2036 cevabi nedir?,77,Etihad|77|Galatasaray|Vinicius Jr
3,Soru 2037 cevabi nedir?,59,59|Unai Emery|Wirtz|Toni Kroos
3,Soru 2038 cevabi nedir?,27,San Siro|27|Ajax|David Beckham
3,Soru 2039 cevabi nedir?,15,15|Copa America|Kylian Mbappe|Ali Sami Yen
3,Soru 2040 cevabi nedir?,91,Kaka|Besiktas Park|91|Nijerya
3,Soru 2041 cevabi nedir?,16,Eden Hazard|Sag Bek|Sevilla|16
3,Soru 2042 cevabi nedir?,27,Zinedine Zidane|Johan Cruyff|Hirvatistan|27
3,Soru 2043 cevabi nedir?,55,Toni Kroos|55|Brezilya|Cristiano Ronaldo
3,Soru 2044 cevabi nedir?,40,Rusya|40|Luis Figo|Sergio Aguero
3,Soru 2045 cevabi nedir?,52,52|Camp Nou|Misir|Sergio Ramos
3,Soru 2046 cevabi nedir?,56,Aston Villa|Manuel Neuer|Wirtz|56
3,Soru 2047 cevabi nedir?,98,Carlo Ancelotti|FA Cup|98|Ederson
3,Soru 2048 cevabi nedir?,36,Sukru Saracoglu|Arsenal|36|Pedri
3,Soru 2049 cevabi nedir?,14,14|Sevilla|Marseille|Romario
3,Soru 2050 cevabi nedir?,42,Raul|Karim Benzema|42|Hirvatistan
3,Soru 2051 cevabi nedir?,87,Cristiano Ronaldo|Wembley|87|Ronaldinho
3,Soru 2052 cevabi nedir?,23,23|EURO|Fatih Terim|Ngolo Kante
3,Soru 2053 cevabi nedir?,15,15|Wirtz|Casemiro|Forvet
3,Soru 2054 cevabi nedir?,44,Hirvatistan|44|Luka Modric|Premier Lig
3,Soru 2055 cevabi nedir?,12,12|Benfica|Andres Iniesta|Belcika
3,Soru 2056 cevabi nedir?,16,Zinedine Zidane|16|Premier Lig|Camp Nou
3,Soru 2057 cevabi nedir?,95,Zinedine Zidane|Ibrahimovic|Guney Kore|95
3,Soru 2058 cevabi nedir?,86,Neymar|Unai Emery|Sol Bek|86
3,Soru 2059 cevabi nedir?,11,Ronaldo Nazario|Steven Gerrard|11|Maracana
3,Soru 2060 cevabi nedir?,87,Shevchenko|Fenerbahce|87|Declan Rice
3,Soru 2061 cevabi nedir?,40,40|Hirvatistan|Frank Lampard|Santrfor
3,Soru 2062 cevabi nedir?,22,Brezilya|22|Nijerya|Alex Ferguson
3,Soru 2063 cevabi nedir?,76,Andrea Pirlo|76|Polonya|Premier Lig
3,Soru 2064 cevabi nedir?,22,Luis Enrique|Raul|22|Bayern Munich
3,Soru 2065 cevabi nedir?,54,54|Johan Cruyff|Robert Lewandowski|Besiktas
3,Soru 2066 cevabi nedir?,3,Diego Simeone|3|Fas|Manchester United
3,Soru 2067 cevabi nedir?,7,Kaka|7|Alisson|Super Lig
3,Soru 2068 cevabi nedir?,42,West Ham|42|Arda Turan|Phil Foden
3,Soru 2069 cevabi nedir?,86,Wayne Rooney|86|Valencia|Ronaldo Nazario
3,Soru 2070 cevabi nedir?,14,Meksika|Hollanda|Uruguay|14
3,Soru 2071 cevabi nedir?,61,61|Fatih Terim|Raul|Wayne Rooney
3,Soru 2072 cevabi nedir?,22,22|Virgil van Dijk|Fiorentina|Andrea Pirlo
3,Soru 2073 cevabi nedir?,77,San Siro|Marseille|77|Kaleci
3,Soru 2074 cevabi nedir?,51,Erik ten Hag|51|Real Madrid|Manchester United
3,Soru 2075 cevabi nedir?,95,95|Fiorentina|David Beckham|Thomas Muller
3,Soru 2076 cevabi nedir?,34,Pele|34|Hollanda|Emirates
3,Soru 2077 cevabi nedir?,35,Casemiro|Misir|Wirtz|35
3,Soru 2078 cevabi nedir?,80,Kaka|Sol Bek|80|AC Milan
3,Soru 2079 cevabi nedir?,36,Didier Drogba|Turkiye|Rusya|36
3,Soru 2080 cevabi nedir?,65,Neymar|Antonio Conte|Cristiano Ronaldo|65
3,Soru 2081 cevabi nedir?,86,Thierry Henry|Steven Gerrard|Rusya|86
3,Soru 2082 cevabi nedir?,55,Vinicius Jr|55|Aubameyang|Kanat
3,Soru 2083 cevabi nedir?,83,Hakan Sukur|83|Sevilla|Vodafone Park
3,Soru 2084 cevabi nedir?,97,West Ham|97|Hollanda|Mohamed Salah
3,Soru 2085 cevabi nedir?,18,Fransa|18|Sevilla|Toni Kroos
3,Soru 2086 cevabi nedir?,54,Roberto Baggio|Lyon|54|Serie A
3,Soru 2087 cevabi nedir?,99,Johan Cruyff|Kylian Mbappe|99|Bernabeu
3,Soru 2088 cevabi nedir?,73,Pedri|73|Havertz|Sukru Saracoglu
3,Soru 2089 cevabi nedir?,43,43|Sevilla|Besiktas Park|Virgil van Dijk
3,Soru 2090 cevabi nedir?,35,Sane|Old Trafford|Maradona|35
3,Soru 2091 cevabi nedir?,2,Besiktas Park|2|Maradona|Ispanya
3,Soru 2092 cevabi nedir?,61,Frank Lampard|Fas|61|Arda Turan
3,Soru 2093 cevabi nedir?,35,Ibrahimovic|35|Brezilya|Stoper
3,Soru 2094 cevabi nedir?,69,Virgil van Dijk|69|Kylian Mbappe|Pedri
3,Soru 2095 cevabi nedir?,41,Kaka|Ligue 1|Vicente Del Bosque|41
3,Soru 2096 cevabi nedir?,10,Maradona|Sergio Ramos|10|Diego Simeone
3,Soru 2097 cevabi nedir?,2,Raul|Toni Kroos|2|Newcastle
3,Soru 2098 cevabi nedir?,64,Isvec|Kaka|64|Harry Kane
3,Soru 2099 cevabi nedir?,72,Ribery|72|Fenerbahce|Uruguay
3,Soru 2100 cevabi nedir?,32,Lazio|Virgil van Dijk|Eden Hazard|32
3,Soru 2101 cevabi nedir?,18,18|Wembley|Ispanya|Vodafone Park
3,Soru 2102 cevabi nedir?,6,Fas|Ispanya|Bundesliga|6
3,Soru 2103 cevabi nedir?,34,Havertz|34|Unai Emery|Xavi
3,Soru 2104 cevabi nedir?,62,Fenerbahce|Benfica|62|Lyon
3,Soru 2105 cevabi nedir?,99,Kaleci|Luis Suarez|Erik ten Hag|99
3,Soru 2106 cevabi nedir?,62,Kaleci|62|Hakan Sukur|Uruguay
3,Soru 2107 cevabi nedir?,6,6|Arsene Wenger|Paolo Maldini|Atletico Madrid
3,Soru 2108 cevabi nedir?,97,Sergio Ramos|Guney Kore|Celtic|97
3,Soru 2109 cevabi nedir?,26,Harry Kane|Nedved|26|Sevilla
3,Soru 2110 cevabi nedir?,9,Maracana|ABD|9|Forvet
3,Soru 2111 cevabi nedir?,28,Maracana|28|Camp Nou|Rivaldo
3,Soru 2112 cevabi nedir?,36,36|Marco van Basten|Wirtz|Sol Bek
3,Soru 2113 cevabi nedir?,5,5|PSG|Wembley|Camp Nou
3,Soru 2114 cevabi nedir?,66,Maradona|66|San Siro|Ali Sami Yen
3,Soru 2115 cevabi nedir?,91,Meksika|91|Bernabeu|Ibrahimovic
3,Soru 2116 cevabi nedir?,53,53|Hirvatistan|Romario|Manuel Neuer
3,Soru 2117 cevabi nedir?,20,Fatih Terim|Napoli|20|Guney Kore
3,Soru 2118 cevabi nedir?,6,Fransa|Jude Bellingham|Atletico Madrid|6
3,Soru 2119 cevabi nedir?,15,Ajax|Brezilya|Mohamed Salah|15
3,Soru 2120 cevabi nedir?,10,10|Fenerbahce|Fransa|Turkiye Kupasi
3,Soru 2121 cevabi nedir?,91,Michel Platini|Etihad|Old Trafford|91
3,Soru 2122 cevabi nedir?,77,77|Japonya|Belcika|Pedri
3,Soru 2123 cevabi nedir?,25,Newcastle|Joshua Kimmich|25|Paul Pogba
3,Soru 2124 cevabi nedir?,82,Kylian Mbappe|82|Beckenbauer|Anfield
3,Soru 2125 cevabi nedir?,99,99|Manuel Neuer|Francesco Totti|Arsenal
3,Soru 2126 cevabi nedir?,22,Gianluigi Buffon|22|Luis Enrique|Vicente Del Bosque
3,Soru 2127 cevabi nedir?,86,Xavi|86|Arsenal|Gerd Muller
3,Soru 2128 cevabi nedir?,26,26|Gerd Muller|Porto|Besiktas
3,Soru 2129 cevabi nedir?,94,Sag Bek|94|Aston Villa|Vinicius Jr
3,Soru 2130 cevabi nedir?,88,Vodafone Park|Fransa|88|Rivaldo
3,Soru 2131 cevabi nedir?,17,Rivaldo|Kaka|Fiorentina|17
3,Soru 2132 cevabi nedir?,57,Barcelona|Maradona|57|Erik ten Hag
3,Soru 2133 cevabi nedir?,32,Casemiro|Thibaut Courtois|Turkiye|32
3,Soru 2134 cevabi nedir?,93,Wayne Rooney|Raheem Sterling|Erling Haaland|93
3,Soru 2135 cevabi nedir?,84,Benfica|Atletico Madrid|84|Rusya
3,Soru 2136 cevabi nedir?,59,Allianz Arena|Italya|59|Fatih Terim
3,Soru 2137 cevabi nedir?,78,Pep Guardiola|Andrea Pirlo|78|Anfield
3,Soru 2138 cevabi nedir?,96,Sampiyonlar Ligi|96|Trabzonspor|Arsene Wenger
3,Soru 2139 cevabi nedir?,14,14|Serie A|Arsenal|Inter Milan
3,Soru 2140 cevabi nedir?,64,64|Osimhen|Atletico Madrid|Arsene Wenger
3,Soru 2141 cevabi nedir?,16,16|Wirtz|Bernabeu|Stoper
3,Soru 2142 cevabi nedir?,51,51|Marco van Basten|Pedri|Forvet
3,Soru 2143 cevabi nedir?,80,Eden Hazard|80|Ngolo Kante|Thomas Muller
3,Soru 2144 cevabi nedir?,72,Beckenbauer|Camp Nou|Brezilya|72
3,Soru 2145 cevabi nedir?,67,67|Carlo Ancelotti|Allianz Arena|Ingiltere
3,Soru 2146 cevabi nedir?,23,Manchester United|23|Anfield|Newcastle
3,Soru 2147 cevabi nedir?,0,Maradona|Manchester United|0|Mikel Arteta
3,Soru 2148 cevabi nedir?,42,42|Michel Platini|Valencia|San Siro
3,Soru 2149 cevabi nedir?,24,24|Sporting|Benfica|Dortmund
3,Soru 2150 cevabi nedir?,0,Kaka|Wembley|0|Phil Foden
3,Soru 2151 cevabi nedir?,4,Beckenbauer|Ribery|Erling Haaland|4
3,Soru 2152 cevabi nedir?,72,Fatih Terim|Vodafone Park|72|Paul Pogba
3,Soru 2153 cevabi nedir?,77,Pele|Sukru Saracoglu|77|Jose Mourinho
3,Soru 2154 cevabi nedir?,28,28|Marseille|Emirates|Osimhen
3,Soru 2155 cevabi nedir?,25,Marco van Basten|Sane|25|Misir
3,Soru 2156 cevabi nedir?,11,Sukru Saracoglu|11|Xavi|Japonya
3,Soru 2157 cevabi nedir?,76,Galatasaray|76|Sergio Aguero|Roma
3,Soru 2158 cevabi nedir?,66,EURO|66|Vicente Del Bosque|Benfica
3,Soru 2159 cevabi nedir?,18,18|Fatih Terim|Johan Cruyff|Santrfor
3,Soru 2160 cevabi nedir?,16,Emirates|Etihad|Newcastle|16
3,Soru 2161 cevabi nedir?,53,Johan Cruyff|53|Roma|Meksika
3,Soru 2162 cevabi nedir?,27,Didier Drogba|Rivaldo|27|Hakan Sukur
3,Soru 2163 cevabi nedir?,20,Fiorentina|20|Sampiyonlar Ligi|Harry Kane
3,Soru 2164 cevabi nedir?,78,Jude Bellingham|78|Erik ten Hag|Guney Kore
3,Soru 2165 cevabi nedir?,18,Marseille|Stoper|18|Sampiyonlar Ligi
3,Soru 2166 cevabi nedir?,35,Sevilla|Sporting|Osimhen|35
3,Soru 2167 cevabi nedir?,2,Thibaut Courtois|2|Rivaldo|Casemiro
3,Soru 2168 cevabi nedir?,73,Raul|73|Misir|Paul Pogba
3,Soru 2169 cevabi nedir?,44,44|Isvec|Bayern Munich|Erik ten Hag
3,Soru 2170 cevabi nedir?,9,Phil Foden|Newcastle|Diego Simeone|9
3,Soru 2171 cevabi nedir?,23,Unai Emery|Sevilla|23|Thierry Henry
3,Soru 2172 cevabi nedir?,51,Alisson|FA Cup|51|Pele
3,Soru 2173 cevabi nedir?,3,3|Marco van Basten|Jose Mourinho|Thomas Tuchel
3,Soru 2174 cevabi nedir?,53,53|Alisson|Vodafone Park|Thomas Tuchel
3,Soru 2175 cevabi nedir?,50,Ali Sami Yen|50|Lazio|Copa America
3,Soru 2176 cevabi nedir?,93,Kevin De Bruyne|Maradona|93|Aston Villa
3,Soru 2177 cevabi nedir?,73,Ajax|Celtic|73|Arsenal
3,Soru 2178 cevabi nedir?,92,Roberto Mancini|Trabzonspor|92|Kylian Mbappe
3,Soru 2179 cevabi nedir?,91,Stamford Bridge|Ispanya|Almanya|91
3,Soru 2180 cevabi nedir?,1,Sporting|Alisson|Ispanya|1
3,Soru 2181 cevabi nedir?,69,Manchester United|AC Milan|Serie A|69
3,Soru 2182 cevabi nedir?,74,Valencia|Jose Mourinho|74|Mohamed Salah
3,Soru 2183 cevabi nedir?,96,96|Copa America|Declan Rice|Etihad
3,Soru 2184 cevabi nedir?,69,69|David Beckham|Sevilla|Alisson
3,Soru 2185 cevabi nedir?,5,Diego Simeone|5|Benfica|Dortmund
3,Soru 2186 cevabi nedir?,96,Sergio Ramos|Mikel Arteta|Xavi|96
3,Soru 2187 cevabi nedir?,93,Johan Cruyff|Bernabeu|Stamford Bridge|93
3,Soru 2188 cevabi nedir?,20,Antonio Conte|Uruguay|Unai Emery|20
3,Soru 2189 cevabi nedir?,75,Ngolo Kante|Turkiye|Ribery|75
3,Soru 2190 cevabi nedir?,65,Celtic|Dunya Kupasi|Fenerbahce|65
3,Soru 2191 cevabi nedir?,19,Orta Saha|19|EURO|Valencia
3,Soru 2192 cevabi nedir?,58,Liverpool|Fenerbahce|58|Super Lig
3,Soru 2193 cevabi nedir?,53,Eden Hazard|Etihad|53|Almanya
3,Soru 2194 cevabi nedir?,69,69|Celtic|San Siro|Beckenbauer
3,Soru 2195 cevabi nedir?,25,25|Rivaldo|Erling Haaland|Paolo Maldini
3,Soru 2196 cevabi nedir?,66,Bundesliga|Fenerbahce|66|Ederson
3,Soru 2197 cevabi nedir?,59,Etihad|Ispanya|Ribery|59
3,Soru 2198 cevabi nedir?,14,Ederson|Roberto Mancini|14|West Ham
3,Soru 2199 cevabi nedir?,29,Anfield|Marco van Basten|Manuel Neuer|29
3,Soru 2200 cevabi nedir?,80,80|Arda Turan|Sporting|Ronaldinho
3,Soru 2201 cevabi nedir?,49,Wembley|Old Trafford|49|Ederson
3,Soru 2202 cevabi nedir?,12,Bayern Munich|Thomas Tuchel|12|Eden Hazard
3,Soru 2203 cevabi nedir?,11,Ligue 1|Guney Kore|Celtic|11
3,Soru 2204 cevabi nedir?,52,52|Erik ten Hag|Bernardo Silva|Polonya
3,Soru 2205 cevabi nedir?,18,Musiala|18|Frank Lampard|Bayern Munich
3,Soru 2206 cevabi nedir?,67,Bundesliga|67|Arsene Wenger|Misir
3,Soru 2207 cevabi nedir?,53,Valencia|Xavi|53|Uruguay
3,Soru 2208 cevabi nedir?,77,Aston Villa|Hirvatistan|77|Bayern Munich
3,Soru 2209 cevabi nedir?,56,Wirtz|Santrfor|56|Roberto Mancini
3,Soru 2210 cevabi nedir?,28,Ronaldinho|Mohamed Salah|28|Orta Saha
3,Soru 2211 cevabi nedir?,64,Etihad|64|Ibrahimovic|Arsene Wenger
3,Soru 2212 cevabi nedir?,94,Dunya Kupasi|Alex Ferguson|Manchester City|94
3,Soru 2213 cevabi nedir?,38,Steven Gerrard|38|Carlo Ancelotti|Almanya
3,Soru 2214 cevabi nedir?,31,Musiala|31|Francesco Totti|Camp Nou
3,Soru 2215 cevabi nedir?,75,75|Lazio|Atletico Madrid|Zinedine Zidane
3,Soru 2216 cevabi nedir?,27,Signal Iduna|27|Rivaldo|Atletico Madrid
3,Soru 2217 cevabi nedir?,62,Copa America|Valencia|62|Misir
